date,comment,symbol,label_1,label_2
"16 Dec 22, 13:19",$STAA selama masih ada potensi positif di haka aja dlu 👍🏻 apalagi yg bisa buy on weakness makin mantul diajak nanjak,STAA,2,0
"16 Dec 22, 11:21",$LSIP $BWPT $SSMS $STAA B35 apa kabar $BOSS ?gak jadi yaaa ciee cieee,STAA,0,1
"16 Dec 22, 08:38","Harga kontrak Crude Palm Oil (CPO) di Bursa Malaysia Derivatives berguguran pada perdagangan Kamis (15/12/2022). Mengakhiri penguatan yang terjadi dalam dua hari beruntun. Hal ini diperkirakan karena harga CPO memasuki tren bearish.

Berita Fear, Kemungkinan MM sedang Akumulasi saham sawit seperti $STAA dll.

sumber:

random tag:$SDPC $SILO",STAA,1,0
"15 Dec 22, 08:17","$STAA membuka peluang membentuk tren naik setelah mulai bergerak di atas MA10 dengan sinyal goldencross pada MACD. Resisten terdekat 1100 berpotensi untuk dihampiri dan jika ditembus arahnya ke 1150 sekaligus menguji area konsolidasi sebelumnya.

Disclaimer On.

random tag : $ENRG $ADRO",STAA,2,0
"14 Dec 22, 22:53","JAKARTA, https://cutt.ly/H0xp1zp - Harga kontrak Crude Palm Oil (CPO) di Bursa Malaysia Derivatives berbalik menguat pada perdagangan Selasa (13/12/2022). Setelah mengalami penurunan pada perdagangan Senin (12/12/2022).

Berdasarkan data Bursa Malaysia Derivatives pada penutupan Selasa (13/12/2022), kontrak berjangka CPO untuk pengiriman Desember 2022 stagnan di 3.826 Ringgit Malaysia per ton. Kontrak pengiriman Januari 2023 meningkat 148 Ringgit Malaysia menjadi 3.850 Ringgit Malaysia per ton.

Sementara itu, kontrak pengiriman Februari 2023 terkerek 149 Ringgit Malaysia menjadi 3.886 Ringgit Malaysia per ton. Kontrak pengiriman Maret 2023 menguat 139 Ringgit Malaysia menjadi 3.903 Ringgit Malaysia per ton.

Serta, kontrak pengiriman April 2023 bertambah 137 Ringgit Malaysia menjadi 3.904 Ringgit Malaysia per ton. Kontrak pengiriman Mei 2023 terdongkrak 120 Ringgit Malaysia menjadi 3.898 Ringgit Malaysia per ton.

Research & Development ICDX Girta Yoga mengatakan, sepekan ke depan, harga CPO akan bergantung pada indikator pasar yang akan dirilis. Indikator yang dipantau antara lain rilisnya data ekspor CPO Malaysia untuk paruh pertama Desember, perkembangan situasi di Indonesia terkait kebijakan ekspor CPO, situasi di negara importir utama dan situasi di pasar minyak nabati.

$

Baca selengkapnya di :",STAA,2,0
"14 Dec 22, 22:15",$STAA hari ini tertahan sama ma20.. peluang naik besok cukup besar.. karena kemarin sudah ada cross di ma5 dan ma10..,STAA,2,0
"13 Dec 22, 14:58","$STAA break out MA 20,potensi lanjut besok, gan",STAA,2,0
"13 Dec 22, 08:50","Pungutan ekspor (PE) minyak mentah atau Crude Palm Oil (CPO) kembali berlaku.
Ketua Umum Dewan Pimpinan Pusat Asosiasi Petani Kelapa Sawit Indonesia (DPP Apkasindo) Gulat Manurung mengatakan pemberlakuan pungutan ekspor CPO ini berdampak pada harga tandan buah segar (TBS) sawit milik petani.

Berita Fear kayak gini,biasanya tanda $STAA lagi di akum bandar nih.😁

random tag: $GOTO $ADMR

sumber:",STAA,1,0
"12 Dec 22, 07:54","Dengan masih terjadinya perang Rusia-Ukraina,produksi minyak nabati lain utamanya produksi minyak bunga matahari terganggu, ini bisa memberikan peluang minyak sawit menggantikan minyak bunga matahari,” kata Eddy.

Peluang $STAA ,,semoga hari ini merah,tahun depan hijau royo.

random tag: $GOTO $BIPI

sumber: https://cutt.ly/60a34LQ",STAA,1,0
"10 Dec 22, 15:34",@egar88simbolon iy cm klo di $STAA hrus sbar nunggu naiknya om 😬,STAA,2,0
"10 Dec 22, 15:30","@vivianshu kemaren dah ijo tuhb $STAA, udah mulai rebound pelan2",STAA,2,0
