date,comment,symbol,label_1,label_2
"16 Dec 22, 11:10",Penyampaian Bukti Iklan Hasil RUPS [FISH],FISH,0.0,0.0
"16 Dec 22, 09:40",Perubahan Pengurus [FISH],FISH,0.0,0.0
"16 Dec 22, 09:20",Ringkasan Risalah Rapat Umum Para Pemegang Saham Luar Biasa [FISH],FISH,0.0,0.0
"16 Dec 22, 08:26","FKS Multi Agro (FISH) Raih Pinjaman Rp250 Miliar dari CIMB Niaga, Pantau Alokasinya
EmitenNews.com—Perusahaan ekspor-impor pangan, PT FKS Multi Agro Tbk (FISH) mengumumkan raihan fasilitas kredit dari PT CIMB Niaga Tbk (BNGA) senilai Rp250 miliar.
 
Corporate Secretary FISH Farah Reza Praditya mengatakan perseroan telah menandatangani perjanjian kredit pada 13 Desember 2...",FISH,2.0,0.0
"16 Dec 22, 08:25","PT FKS Multi Agro Tbk (FISH) Raih Pinjaman Rp250 Miliar dari CIMB Niaga
Perusahaan ekspor-impor pangan, PT FKS Multi Agro Tbk (FISH) mengumumkan raihan fasilitas kredit dari PT CIMB Niaga Tbk (BNGA) senilai Rp250 miliar.Corporate Secretary FISH Farah Reza Praditya mengatakan perseroan telah menandatangani perjanjian kredit pada 13 Desember 2022.""Fasilitas kredit tersebu...",FISH,2.0,0.0
"15 Dec 22, 19:10",Laporan Hasil Public Expose - Tahunan [FISH],FISH,0.0,0.0
"15 Dec 22, 13:40",Laporan Informasi atau Fakta Material Penandatanganan Perjanjian Fasilitas Kredit [FISH],FISH,0.0,0.0
"9 Dec 22, 16:40",Penyampaian Materi Public Expose - Tahunan [FISH],FISH,0.0,0.0
"8 Dec 22, 18:35","Auto Rejection Bawah: 8 Dec 2022 (35 saham)
$AYLS -6,86%
$FISH -6,8%
$GDST -6,8%
$HATM -6,78%
$UANG -6,78%
Historikal ARA & ARB: https://bit.ly/3LkWqN1",FISH,1.0,0.0
"7 Dec 22, 12:03",@nggawok something $FISH -y emang investasi $TLKM di $GOTO,FISH,0.0,0.0
"5 Dec 22, 16:40",Laporan Bulanan Registrasi Pemegang Efek [FISH],FISH,0.0,0.0
"2 Dec 22, 16:32",wah kan ada $FISH dan bahasa Indonesianya $IKAN,FISH,0.0,0.0
"29 Nov 22, 16:40",Rencana Penyelenggaraan Public Expose - Tahunan [FISH],FISH,0.0,1.0
