date,comment,symbol,label_1,label_2
"16 Dec 22, 13:07","@SyamFadil pantes ya gk ada yang ngerekrut terus desperate akhirnya ya udahlah. 2400 lot * 9700 = 10 miliar? ngoahahaha ngakak $BOSS begini ternyata kualitas penjudi $BOSS mau dibandingkan sama kualitas investor $ITMG wkwkwk
Makasih emak, emon bersyukur jadi anak emak, doakan emon ya mak biar bisa kayak Hermanto Tanoko biar emon bisa tambah membahagiakan emak dan balas budi emak walau emon tau emon sampai kapanpun dengan duit berapapun gk bakaln bisa balas budi emak

Salam anak mami, anak papi $AVIA $CLEO $CAKK",CLEO,1.0,1.0
"16 Dec 22, 11:54",@RadenRama sepertinya sih kenalan bandarnya $CLEO🙃,CLEO,1.0,0.0
"16 Dec 22, 11:01","$CLEO belum ada tanda pembalikan arah, masih turun terus, otw nyungsep ke gocap😜",CLEO,1.0,0.0
"16 Dec 22, 10:35","$CLEO cukai plastik mulai berlaku di 2023, apakah berpengaruh ke profit CLEO?",CLEO,0.0,0.0
"16 Dec 22, 09:47","@igpys tuh kan bener, $CLEO otw balik ke 450",CLEO,1.0,0.0
"16 Dec 22, 09:38","$CLEO Bung reski mana??tebakanmu makin jadi nyata loh,,apa dikau kena suspend??kok ngak muncul2🙃",CLEO,1.0,0.0
"15 Dec 22, 12:44 · Edited on 15 Dec 22, 13:00","Fokus pada kesederhanaan
Keindahan dari filosofi Buffet adalah kesederhanaannya.
Buffet pernah berkata ''kerumitan dalam berinvestasi akan merugikan anda''

Keep smile😁

$ADRO $TPMA $MAPI $CLEO",CLEO,0.0,2.0
"15 Dec 22, 01:01",$CLEO masih sesuai skenario,CLEO,2.0,0.0
"14 Dec 22, 19:30","keserakahan akan membuat kamu lupa pada faktor psikis kamu. Sehingga kesabaran bisa saja hilang, dan pada akhirnya kita diberi pembelajaran oleh market kalau seseorang bisa saja menjadi bias ketika berinvestasi di pasar saham.

$TPMA $MAPI $ADRO $CLEO $AUTO",CLEO,2.0,0.0
"14 Dec 22, 10:54",$CLEO jangan mau dikibulin katanya mau ke 700 bla bla. Hoax itu. Buktinya kamu udah boncos berapa persen seminggu terakhir ini?? SADAR WOY,CLEO,1.0,0.0
"14 Dec 22, 09:17","$CLEO inget, kalian berinvestasi dengan uang kalian sendiri, jangan pernah dengerin apa kata orang. ANALISIS SENDIRI, GAUSAH MANJA.",CLEO,2.0,0.0
"14 Dec 22, 07:46",$CLEO masih berharap naik ke 700?? HALU. Bangun udah siang,CLEO,1.0,0.0
